Scenario_ID,Turn,Role,Original_Text,Agent_New_Response,Decision,Is_Correct
141,1,user,我要取消訂單與詢問退款時程,"未出貨前可由客服協助修改。若已進入出貨流程，可能需取消訂單重新下單，實際以系統狀態為準。
🔗 詳情參考: https://example.com/jtcg/policies/order-change",3,
142,1,user,我想查訂單，並問是否支援 Google Pay,"未出貨前可由客服協助修改。若已進入出貨流程，可能需取消訂單重新下單，實際以系統狀態為準。
🔗 詳情參考: https://example.com/jtcg/policies/order-change",3,
143,1,user,桌後有擋板能裝嗎？順便推薦短臂,您好！我是 JTCG 助手。我可以幫您查詢訂單、了解退換貨政策或推薦產品。請問您的 User ID 是？或想了解哪款支架？,5,
144,1,user,請告訴我出貨時程與保固條款重點,"臂架與支架類商品享有 1 年有限保固。非人為損壞可申請檢測與維修；需提供訂單編號或發票資訊。
🔗 詳情參考: https://example.com/jtcg/policies/warranty",3,
145,1,user,客服時段？還有 JTCG-ARM-ULTRAWIDE-49 相容性,好的，請提供您的 Email 以便為您轉接真人客服。,1,
146,1,user,查詢 JTCG-202507-30021，同時想知道可以直立旋轉嗎,"為您推薦：JTCG 雙螢幕氣壓臂 Pro（支援至 32 吋）
規格：螢幕支援: 32.0 吋 | 承重: 2-9kg
🔗 產品頁: https://example.com/jtcg/p/JTCG-ARM-DUAL-PRO-32",4,
147,1,user,我想詢問贈品補寄，同時比較單臂/氣壓臂,"安裝後以附贈六角扳手順時針/逆時針微調張力，使螢幕能穩定停在常用高度。請逐步調整並避免一次轉動過多圈數。
🔗 詳情參考: https://example.com/jtcg/guides/gas-spring-tuning",3,
148,1,user,Do you have wall mount? Also check my tracking.,"Hello! I'm the JTCG Assistant. I can help with order tracking, FAQs, or product specs. How can I help today?",5,
149,1,user,請幫我轉真人，同時設定到貨通知,好的，請提供您的 Email 以便為您轉接真人客服。,1,
150,1,user,我想問優惠券能否併用，還要看訂單列表,"每筆訂單限使用一張優惠券；不得與部分專案或企業報價合併使用；活動期間與適用品項以頁面公告為準。
🔗 詳情參考: https://example.com/jtcg/promotions",3,
151,1,user,退貨需要原包裝嗎？另外推薦 16 吋筆電托盤,"線上提出申請→包裝回收→檢查完成後辦理退款。退款時程約 7–14 個工作天，依支付方式與銀行作業為準。
🔗 詳情參考: https://example.com/jtcg/policies/return-flow",3,
152,1,user,想了解 RMA 表單，同時查 u_555555 最新訂單,找不到 User ID: u_555555 的訂單資料。,2,
153,1,user,我有兩台 27 吋要混搭，順便問免運門檻,"為您推薦：JTCG 單臂支架 Lite（至 27 吋）
規格：螢幕支援: 27.0 吋 | 承重: 1-6kg
🔗 產品頁: https://example.com/jtcg/p/JTCG-ARM-SINGLE-LITE-27",4,
154,1,user,付款失敗怎麼辦？也看看我上一筆訂單狀態,"JTCG Shop 支援信用卡（VISA/Master/JCB）、Apple Pay、Google Pay、LINE Pay。部分銀行提供 3/6/12 期分期，實際手續費與門檻以結帳頁提示為準。
🔗 詳情參考: https://example.com/jtcg/policies/payment",3,
155,1,user,請提供發票下載位置，並推薦走線配件,"本店提供電子發票，出貨完成後將以 Email 寄送或於會員中心可下載查詢。若需三聯式發票，請於下單時備註統編與抬頭。
🔗 詳情參考: https://example.com/jtcg/policies/invoice",3,
156,1,user,壁掛需要什麼牆體？也請轉真人諮詢,好的，請提供您的 Email 以便為您轉接真人客服。,1,
157,1,user,請問隱私政策，另外轉真人處理發票抬頭,好的，請提供您的 Email 以便為您轉接真人客服。,1,
158,1,user,能給我客服時間嗎？以及 27 吋單臂對比表,好的，請提供您的 Email 以便為您轉接真人客服。,1,
159,1,user,我要看訂單清單，並問 49 吋是否太重,"未出貨前可由客服協助修改。若已進入出貨流程，可能需取消訂單重新下單，實際以系統狀態為準。
🔗 詳情參考: https://example.com/jtcg/policies/order-change",3,
160,1,user,發票改抬頭可以嗎？同時列出我的 order_id,"本店提供電子發票，出貨完成後將以 Email 寄送或於會員中心可下載查詢。若需三聯式發票，請於下單時備註統編與抬頭。
🔗 詳情參考: https://example.com/jtcg/policies/invoice",3,
161,1,user,我想問安裝時間，要 20 分鐘內能完成的款式，順便看運費,"特定地區提供到府安裝（由合作廠商執行），費用依地區與安裝難度另計。下單前可先與客服確認是否支援。
🔗 詳情參考: https://example.com/jtcg/services/installation",3,
162,1,user,桌深 60cm 夠嗎？另外查一下配送進度,"臂展會影響可調整範圍；一般建議桌深至少 60cm，桌面後方保留 10–15cm 以利走線與臂架活動。
🔗 詳情參考: https://example.com/jtcg/guides/desk-space",3,
163,1,user,預購會分批出貨嗎？也幫我推薦超寬臂,"現貨商品於 1–2 個工作天出貨；預購商品依頁面標示為準。標準運送滿 NT$1,500 免運；離島或外島運費另計。
🔗 詳情參考: https://example.com/jtcg/policies/shipping",3,
164,1,user,你們會支援 LINE Pay 嗎？同時查最新訂單,"未出貨前可由客服協助修改。若已進入出貨流程，可能需取消訂單重新下單，實際以系統狀態為準。
🔗 詳情參考: https://example.com/jtcg/policies/order-change",3,
165,1,user,是否支援 Apple Pay？另外 VESA 轉接板哪款,"JTCG Shop 臂架支援常見 VESA 75×75、100×100。部分超寬螢幕需使用強化背板或專用轉接板。
🔗 詳情參考: https://example.com/jtcg/guides/vesa-mounting",3,
166,1,user,請轉真人，同時幫我估重量是否合適,好的，請提供您的 Email 以便為您轉接真人客服。,1,
167,1,user,I need invoice reissue and a mount suggestion.,"Hello! I'm the JTCG Assistant. I can help with order tracking, FAQs, or product specs. How can I help today?",5,
168,1,user,查詢購買紀錄，另外比較雙臂承重差異,"選購臂架時請以「螢幕淨重（不含原廠腳座）」為準，並確認 VESA 規格與臂架承重範圍。超寬/曲面機種建議搭配強化背板。
🔗 詳情參考: https://example.com/jtcg/guides/weight-compat",3,
169,1,user,客服表單連結？同時推薦壁掛與桌夾差異,好的，請提供您的 Email 以便為您轉接真人客服。,1,
170,1,user,有沒有 USB hub 的臂？順便查 u_333333 訂單,找不到 User ID: u_333333 的訂單資料。,2,
171,1,user,退貨與換貨差別？另外有沒有現貨資訊,"線上提出申請→包裝回收→檢查完成後辦理退款。退款時程約 7–14 個工作天，依支付方式與銀行作業為準。
🔗 詳情參考: https://example.com/jtcg/policies/return-flow",3,
172,1,user,能否改用穿孔固定？也給我我的訂單列表,"未出貨前可由客服協助修改。若已進入出貨流程，可能需取消訂單重新下單，實際以系統狀態為準。
🔗 詳情參考: https://example.com/jtcg/policies/order-change",3,
173,1,user,請問兒童安全注意事項，順便推薦穩定款,"夾具建議加裝保護墊片，避免桌面刮傷。請避免孩童攀爬或懸掛螢幕臂，並定期檢查螺絲鎖固狀況。
🔗 詳情參考: https://example.com/jtcg/guides/safety",3,
174,1,user,黑貓配送多久？同時問有沒有分期,您好！我是 JTCG 助手。我可以幫您查詢訂單、了解退換貨政策或推薦產品。請問您的 User ID 是？或想了解哪款支架？,5,
175,1,user,I want to cancel and also get a recommendation.,"Hello! I'm the JTCG Assistant. I can help with order tracking, FAQs, or product specs. How can I help today?",5,
176,1,user,Can you track my order and tell me return policy?,"Hello! I'm the JTCG Assistant. I can help with order tracking, FAQs, or product specs. How can I help today?",5,
177,1,user,轉真人處理 RMA，同時想看壁掛指南,好的，請提供您的 Email 以便為您轉接真人客服。,1,
178,1,user,user_id u_empty，還有推薦入門款嗎？,找不到 User ID: u_empty 的訂單資料。,2,
179,1,user,退款進度多久？同時產品相容性請告訴我,您好！我是 JTCG 助手。我可以幫您查詢訂單、了解退換貨政策或推薦產品。請問您的 User ID 是？或想了解哪款支架？,5,
180,1,user,客服是否週末有？也幫我設定到貨通知,好的，請提供您的 Email 以便為您轉接真人客服。,1,
181,1,user,我要查 JTCG-202508-15083，順便問 49 吋是否支援 200x100,"為您推薦：JTCG 雙螢幕氣壓臂 Pro（支援至 32 吋）
規格：螢幕支援: 32.0 吋 | 承重: 2-9kg
🔗 產品頁: https://example.com/jtcg/p/JTCG-ARM-DUAL-PRO-32",4,
182,1,user,這款支架會刮桌嗎？另請查我的配送,您好！我是 JTCG 助手。我可以幫您查詢訂單、了解退換貨政策或推薦產品。請問您的 User ID 是？或想了解哪款支架？,5,
183,1,user,發票丟了怎麼辦？也想轉真人,好的，請提供您的 Email 以便為您轉接真人客服。,1,
184,1,user,請給價格保護說明，並推薦替代品,"若商品於短期內調降價格，是否提供補差以活動頁公告為準；不同活動檔期可能不適用價格保護。
🔗 詳情參考: https://example.com/jtcg/policies/price-protect",3,
185,1,user,運費怎麼算？同時比較兩款單臂價格,您好！我是 JTCG 助手。我可以幫您查詢訂單、了解退換貨政策或推薦產品。請問您的 User ID 是？或想了解哪款支架？,5,
186,1,user,海外購買保固可用嗎？順便看我的訂單,"臂架與支架類商品享有 1 年有限保固。非人為損壞可申請檢測與維修；需提供訂單編號或發票資訊。
🔗 詳情參考: https://example.com/jtcg/policies/warranty",3,
187,1,user,我想升級到雙臂，同時查一下 ETA,您好！我是 JTCG 助手。我可以幫您查詢訂單、了解退換貨政策或推薦產品。請問您的 User ID 是？或想了解哪款支架？,5,
188,1,user,桌子是玻璃，推薦方案並查最近訂單,"未出貨前可由客服協助修改。若已進入出貨流程，可能需取消訂單重新下單，實際以系統狀態為準。
🔗 詳情參考: https://example.com/jtcg/policies/order-change",3,
189,1,user,請列我的 order_id，還要問客服時間,好的，請提供您的 Email 以便為您轉接真人客服。,1,
190,1,user,配送卡在處理中，請轉真人並推薦短臂,好的，請提供您的 Email 以便為您轉接真人客服。,1,
191,1,user,想問優惠券規則，另外這支臂可直立？,"每筆訂單限使用一張優惠券；不得與部分專案或企業報價合併使用；活動期間與適用品項以頁面公告為準。
🔗 詳情參考: https://example.com/jtcg/promotions",3,
192,1,user,請問保固登錄流程，與是否可轉讓？,"臂架與支架類商品享有 1 年有限保固。非人為損壞可申請檢測與維修；需提供訂單編號或發票資訊。
🔗 詳情參考: https://example.com/jtcg/policies/warranty",3,
193,1,user,能否看走線教學，同時查 tracking 碼,"建議沿臂架後側與走線槽固定，預留轉動餘量避免拉扯。轉接器與變壓器避免懸空以降低接口受力。
🔗 詳情參考: https://example.com/jtcg/guides/cable-management",3,
194,1,user,貨到時可加購安裝嗎？並列出訂單清單,"特定地區提供到府安裝（由合作廠商執行），費用依地區與安裝難度另計。下單前可先與客服確認是否支援。
🔗 詳情參考: https://example.com/jtcg/services/installation",3,
195,1,user,請問是否可面交，若不行推薦最快到貨的款式,"請立即拍攝外箱與內容物狀況，連同訂單編號於 7 日內回報客服。我們會協助更換缺件或安排售後處理。
🔗 詳情參考: https://example.com/jtcg/support/arrival-issue",3,
196,1,user,我想查配送，同時問 VESA 75×75 相容,"JTCG Shop 臂架支援常見 VESA 75×75、100×100。部分超寬螢幕需使用強化背板或專用轉接板。
🔗 詳情參考: https://example.com/jtcg/guides/vesa-mounting",3,
197,1,user,退货流程+商品推荐（简体）,您好！我是 JTCG 助手。我可以幫您查詢訂單、了解退換貨政策或推薦產品。請問您的 User ID 是？或想了解哪款支架？,5,
198,1,user,查询订单+转人工（简体）,您好！我是 JTCG 助手。我可以幫您查詢訂單、了解退換貨政策或推薦產品。請問您的 User ID 是？或想了解哪款支架？,5,
199,1,user,Compare two mounts and cancel my latest order.,"Hello! I'm the JTCG Assistant. I can help with order tracking, FAQs, or product specs. How can I help today?",5,
200,1,user,客服时段+是否支持Apple Pay（简体）,好的，請提供您的 Email 以便為您轉接真人客服。,1,
201,1,user,請問你們的退換貨政策是什麼？,"JTCG Shop 提供 7 天鑑賞期（含例假日）。商品需保持全新、完整包裝與配件。若為非瑕疵退換貨，可能需自行負擔來回運費。
🔗 詳情參考: https://example.com/jtcg/policies/returns",3,
201,2,assistant,JTCG Shop 提供 7 天鑑賞期；商品需保持全新且包裝配件完整，非瑕疵退換可能需自行負擔運費。需要我貼上政策頁連結嗎？,,,
201,3,user,好，請給我政策連結,您好！我是 JTCG 助手。我可以幫您查詢訂單、了解退換貨政策或推薦產品。請問您的 User ID 是？或想了解哪款支架？,5,
202,1,user,保固多久？要怎麼申請維修？,"臂架與支架類商品享有 1 年有限保固。非人為損壞可申請檢測與維修；需提供訂單編號或發票資訊。
🔗 詳情參考: https://example.com/jtcg/policies/warranty",3,
202,2,assistant,臂架類商品享 1 年有限保固，申請維修時請準備訂單編號與故障照片/影片，我可提供線上申請表單連結。要現在申請嗎？,,,
202,3,user,先給我表單連結就好,您好！我是 JTCG 助手。我可以幫您查詢訂單、了解退換貨政策或推薦產品。請問您的 User ID 是？或想了解哪款支架？,5,
203,1,user,發票可以開三聯式嗎？結帳時要填什麼？,"本店提供電子發票，出貨完成後將以 Email 寄送或於會員中心可下載查詢。若需三聯式發票，請於下單時備註統編與抬頭。
🔗 詳情參考: https://example.com/jtcg/policies/invoice",3,
203,2,assistant,可以三聯；請在下單時填寫統編與抬頭。出貨後會寄電子發票，也可在會員中心下載。需要教學連結嗎？,,,
203,3,user,需要，謝謝,您好！我是 JTCG 助手。我可以幫您查詢訂單、了解退換貨政策或推薦產品。請問您的 User ID 是？或想了解哪款支架？,5,
204,1,user,一般出貨要幾天？有沒有免運門檻？,"現貨商品於 1–2 個工作天出貨；預購商品依頁面標示為準。標準運送滿 NT$1,500 免運；離島或外島運費另計。
🔗 詳情參考: https://example.com/jtcg/policies/shipping",3,
204,2,assistant,"現貨 1–2 個工作天出貨；滿 NT$1,500 免運（離島另計）。要幫你確認某商品是否現貨嗎？",,,
204,3,user,想查 JTCG-ARM-DUAL-PRO-32 是否現貨,"為您推薦：JTCG 雙螢幕氣壓臂 Pro（支援至 32 吋）
規格：螢幕支援: 32.0 吋 | 承重: 2-9kg
🔗 產品頁: https://example.com/jtcg/p/JTCG-ARM-DUAL-PRO-32",4,
205,1,user,VESA 100x100 的 27 吋螢幕，有推薦的單臂嗎？,"JTCG Shop 臂架支援常見 VESA 75×75、100×100。部分超寬螢幕需使用強化背板或專用轉接板。
🔗 詳情參考: https://example.com/jtcg/guides/vesa-mounting",3,
205,2,assistant,可參考「JTCG 單臂支架 Lite（至 27 吋）」；支援 75x75/100x100，適合輕量螢幕。要我貼商品頁嗎？,,,
205,3,user,貼連結給我,您好！我是 JTCG 助手。我可以幫您查詢訂單、了解退換貨政策或推薦產品。請問您的 User ID 是？或想了解哪款支架？,5,
206,1,user,桌板厚 85mm 可以用夾具嗎？,"夾具建議安裝於 10–85mm 厚之桌板；如為玻璃或軟木材質，建議使用墊片或改用穿孔固定方式。
🔗 詳情參考: https://example.com/jtcg/guides/desk-compat",3,
206,2,assistant,多數夾具支援約 10–85mm；若材質為玻璃或軟木，建議加墊片或使用穿孔固定。需要安裝指南嗎？,,,
206,3,user,請給我指南,您好！我是 JTCG 助手。我可以幫您查詢訂單、了解退換貨政策或推薦產品。請問您的 User ID 是？或想了解哪款支架？,5,
207,1,user,我要轉真人客服，謝謝,好的，請提供您的 Email 以便為您轉接真人客服。,1,
207,2,assistant,為協助轉接真人客服，請提供可聯絡的 Email（例如 name@example.com）。,,,
207,3,user,my.mail+test@demo.com,"【轉接成功】已為您轉接真人客服，請稍候。
案件摘要：User inquired: '請問你們的退換貨政策是什麼？'
聯絡信箱：my.mail+test@demo.com",1,
208,1,user,human agent please,Please provide your Email to transfer to a human agent.,1,
208,2,assistant,"To connect you to a human agent, please provide a valid email address (e.g., name@example.com).",,,
208,3,user,user@example.com,"【轉接成功】已為您轉接真人客服，請稍候。
案件摘要：User inquired: '請問你們的退換貨政策是什麼？'
聯絡信箱：user@example.com",1,
209,1,user,connect to agent,Please provide your Email to transfer to a human agent.,1,
209,2,assistant,Please share your email so I can transfer you to a human agent.,,,
209,3,user,john.doe@sample.org,"【轉接成功】已為您轉接真人客服，請稍候。
案件摘要：User inquired: '請問你們的退換貨政策是什麼？'
聯絡信箱：john.doe@sample.org",1,
210,1,user,34 吋曲面螢幕要選哪支臂？,"為您推薦：JTCG 壁掛式伸縮臂（至 34 吋）
規格：螢幕支援: 34.0 吋 | 承重: 2-12kg
🔗 產品頁: https://example.com/jtcg/p/JTCG-WALL-ARM-34",4,
210,2,assistant,可考慮「超寬螢幕重載臂（至 49 吋）」；承重與 VESA 相容性較充足。需不需要確認你的螢幕重量？,,,
210,3,user,重量大概 8 公斤,您好！我是 JTCG 助手。我可以幫您查詢訂單、了解退換貨政策或推薦產品。請問您的 User ID 是？或想了解哪款支架？,5,
211,1,user,49 吋超寬螢幕有支援的重載臂嗎？,"為您推薦：JTCG 超寬螢幕重載臂（至 49 吋）
規格：螢幕支援: 49.0 吋 | 承重: 5-18kg
🔗 產品頁: https://example.com/jtcg/p/JTCG-ARM-ULTRAWIDE-49",4,
211,2,assistant,有，型號「JTCG 超寬螢幕重載臂（至 49 吋）」支援 100x100/200x100 VESA。要商品頁連結嗎？,,,
211,3,user,給我連結,您好！我是 JTCG 助手。我可以幫您查詢訂單、了解退換貨政策或推薦產品。請問您的 User ID 是？或想了解哪款支架？,5,
212,1,user,我想壁掛，哪個比較適合？,"建議安裝於磚牆或實心牆面；若為石膏板/輕隔間需使用對應膨脹螺絲或請專業安裝。請先評估牆面承重。
🔗 詳情參考: https://example.com/jtcg/guides/wall-mount",3,
212,2,assistant,可參考「壁掛式伸縮臂（至 34 吋）」；請確認牆面可承重並使用對應膨脹螺絲。需要牆體條件說明嗎？,,,
212,3,user,牆面是石膏板，行嗎？,您好！我是 JTCG 助手。我可以幫您查詢訂單、了解退換貨政策或推薦產品。請問您的 User ID 是？或想了解哪款支架？,5,
213,1,user,有沒有筆電托盤可以裝在臂架上？,您好！我是 JTCG 助手。我可以幫您查詢訂單、了解退換貨政策或推薦產品。請問您的 User ID 是？或想了解哪款支架？,5,
213,2,assistant,有，「筆電托盤＋VESA 轉接組」可搭配支援 VESA 的臂架使用，適用 11–16 吋筆電。需要連結嗎？,,,
213,3,user,好，貼上來,您好！我是 JTCG 助手。我可以幫您查詢訂單、了解退換貨政策或推薦產品。請問您的 User ID 是？或想了解哪款支架？,5,
214,1,user,走線管理套件你們有賣嗎？,"建議沿臂架後側與走線槽固定，預留轉動餘量避免拉扯。轉接器與變壓器避免懸空以降低接口受力。
🔗 詳情參考: https://example.com/jtcg/guides/cable-management",3,
214,2,assistant,有，商品為「桌面走線管理組」。可協助整理臂架與桌下線材。要看內容物清單嗎？,,,
214,3,user,內容物有哪些？,"標配包含臂架本體、夾具/穿孔配件、六角扳手、VESA 螺絲組（型號依商品而異）。穿孔安裝可能需要電鑽與量尺（自備）。
🔗 詳情參考: https://example.com/jtcg/guides/unbox-setup",3,
215,1,user,可以用 Apple Pay 或 LINE Pay 付款嗎？,"JTCG Shop 支援信用卡（VISA/Master/JCB）、Apple Pay、Google Pay、LINE Pay。部分銀行提供 3/6/12 期分期，實際手續費與門檻以結帳頁提示為準。
🔗 詳情參考: https://example.com/jtcg/policies/payment",3,
215,2,assistant,支援信用卡、Apple Pay、Google Pay、LINE Pay；部分銀行有 3/6/12 期分期，依結帳頁為準。要我帶你到付款說明嗎？,,,
215,3,user,帶我看看付款說明,"JTCG Shop 支援信用卡（VISA/Master/JCB）、Apple Pay、Google Pay、LINE Pay。部分銀行提供 3/6/12 期分期，實際手續費與門檻以結帳頁提示為準。
🔗 詳情參考: https://example.com/jtcg/policies/payment",3,
216,1,user,海外可以寄新加坡嗎？運費怎麼算？,"目前主要配送台灣本島；離島/外島運費與時程將於結帳頁顯示。海外配送可先透過客服評估可行方案與預估費用。
🔗 詳情參考: https://example.com/jtcg/policies/international",3,
216,2,assistant,主要配送台灣本島；海外配送可先讓客服評估可行方案與費用。需要我幫你轉真人評估嗎？,,,
216,3,user,好，那轉真人吧,好的，請提供您的 Email 以便為您轉接真人客服。,1,
217,1,user,缺貨可以設定到貨通知嗎？,"商品頁可點選「到貨通知我」，系統會在補貨後以 Email 通知。提醒僅代表可下單，實際購買以結帳成功為準。
🔗 詳情參考: https://example.com/jtcg/account/notifications",3,
217,2,assistant,可以，在商品頁點選「到貨通知我」，補貨後會以 Email 通知。要我協助你找到該商品頁嗎？,,,
217,3,user,請幫我找 JTCG-ARM-SINGLE-LITE-27,"為您推薦：JTCG 雙螢幕氣壓臂 Pro（支援至 32 吋）
規格：螢幕支援: 32.0 吋 | 承重: 2-9kg
🔗 產品頁: https://example.com/jtcg/p/JTCG-ARM-DUAL-PRO-32",4,
218,1,user,有提供到府安裝嗎？台北地區,"特定地區提供到府安裝（由合作廠商執行），費用依地區與安裝難度另計。下單前可先與客服確認是否支援。
🔗 詳情參考: https://example.com/jtcg/services/installation",3,
218,2,assistant,部分地區提供到府安裝（由合作廠商執行），費用依地區與難度另計。我可以先幫你留下聯絡資料給客服嗎？,,,
218,3,user,先不用，我想看價目,您好！我是 JTCG 助手。我可以幫您查詢訂單、了解退換貨政策或推薦產品。請問您的 User ID 是？或想了解哪款支架？,5,
219,1,user,夾具跟穿孔固定哪個比較穩？,"夾具安裝免鑽孔、便利度高；穿孔固定穩定性更佳、適合厚桌板或特殊材質。若為玻璃/軟木桌板，建議使用墊片或改穿孔。
🔗 詳情參考: https://example.com/jtcg/guides/clamp-vs-grommet",3,
219,2,assistant,穿孔固定穩定度較高；夾具免鑽孔、安裝快。若桌板材質特殊或很厚，建議選穿孔。需要比較文章嗎？,,,
219,3,user,貼比較文章,您好！我是 JTCG 助手。我可以幫您查詢訂單、了解退換貨政策或推薦產品。請問您的 User ID 是？或想了解哪款支架？,5,
220,1,user,螢幕 6 公斤可以用哪款臂架？,您好！我是 JTCG 助手。我可以幫您查詢訂單、了解退換貨政策或推薦產品。請問您的 User ID 是？或想了解哪款支架？,5,
220,2,assistant,6 公斤多數單臂可支援；若要更順暢建議選氣壓臂。你偏好單臂還是雙臂？,,,
220,3,user,單臂就好,您好！我是 JTCG 助手。我可以幫您查詢訂單、了解退換貨政策或推薦產品。請問您的 User ID 是？或想了解哪款支架？,5,
221,1,user,氣壓臂張力要怎麼調整才會停在我要的高度？,"安裝後以附贈六角扳手順時針/逆時針微調張力，使螢幕能穩定停在常用高度。請逐步調整並避免一次轉動過多圈數。
🔗 詳情參考: https://example.com/jtcg/guides/gas-spring-tuning",3,
221,2,assistant,使用附贈六角扳手微調；順時針/逆時針調整張力，讓螢幕能穩定停住。要看圖解指南嗎？,,,
221,3,user,請給我圖解,您好！我是 JTCG 助手。我可以幫您查詢訂單、了解退換貨政策或推薦產品。請問您的 User ID 是？或想了解哪款支架？,5,
222,1,user,如果我的螢幕沒有 VESA 孔可以怎麼裝？,"JTCG Shop 臂架支援常見 VESA 75×75、100×100。部分超寬螢幕需使用強化背板或專用轉接板。
🔗 詳情參考: https://example.com/jtcg/guides/vesa-mounting",3,
222,2,assistant,可用 VESA 轉接板或筆電托盤，需確認尺寸與負重。要我推薦轉接方案嗎？,,,
222,3,user,推薦給我,您好！我是 JTCG 助手。我可以幫您查詢訂單、了解退換貨政策或推薦產品。請問您的 User ID 是？或想了解哪款支架？,5,
223,1,user,家裡有小孩，臂架安全要注意什麼？,"夾具建議加裝保護墊片，避免桌面刮傷。請避免孩童攀爬或懸掛螢幕臂，並定期檢查螺絲鎖固狀況。
🔗 詳情參考: https://example.com/jtcg/guides/safety",3,
223,2,assistant,建議加裝桌面保護墊片、避免孩童攀掛、定期檢查螺絲鎖固與走線。要安全清單給你嗎？,,,
223,3,user,好，給清單,您好！我是 JTCG 助手。我可以幫您查詢訂單、了解退換貨政策或推薦產品。請問您的 User ID 是？或想了解哪款支架？,5,
224,1,user,壁掛安裝對牆體有什麼要求？,"特定地區提供到府安裝（由合作廠商執行），費用依地區與安裝難度另計。下單前可先與客服確認是否支援。
🔗 詳情參考: https://example.com/jtcg/services/installation",3,
224,2,assistant,建議磚牆或實心牆；若石膏板需對應膨脹螺絲 or 專業安裝。要參考壁掛指南嗎？,,,
224,3,user,給我指南連結,您好！我是 JTCG 助手。我可以幫您查詢訂單、了解退換貨政策或推薦產品。請問您的 User ID 是？或想了解哪款支架？,5,
225,1,user,RMA 要怎麼申請？要哪些資料？,您好！我是 JTCG 助手。我可以幫您查詢訂單、了解退換貨政策或推薦產品。請問您的 User ID 是？或想了解哪款支架？,5,
225,2,assistant,請提供訂單編號與故障照片/影片，線上表單填寫後，客服會回覆處理時程。要我送你到 RMA 表單嗎？,,,
225,3,user,是的，謝謝,您好！我是 JTCG 助手。我可以幫您查詢訂單、了解退換貨政策或推薦產品。請問您的 User ID 是？或想了解哪款支架？,5,
226,1,user,電子發票可以重發或改抬頭嗎？,"本店提供電子發票，出貨完成後將以 Email 寄送或於會員中心可下載查詢。若需三聯式發票，請於下單時備註統編與抬頭。
🔗 詳情參考: https://example.com/jtcg/policies/invoice",3,
226,2,assistant,可在會員中心補發下載；抬頭/統編需於下單時填寫，若遺漏請在出貨前聯繫客服協助。需要操作步驟嗎？,,,
226,3,user,請給步驟,您好！我是 JTCG 助手。我可以幫您查詢訂單、了解退換貨政策或推薦產品。請問您的 User ID 是？或想了解哪款支架？,5,
227,1,user,公司大量採購可以談專案報價嗎？學校也可以嗎？,您好！我是 JTCG 助手。我可以幫您查詢訂單、了解退換貨政策或推薦產品。請問您的 User ID 是？或想了解哪款支架？,5,
227,2,assistant,可以，企業/學校均可評估專案報價與安裝服務。要留下需求數量與地點給我們嗎？,,,
227,3,user,我要先拿一份聯絡表,您好！我是 JTCG 助手。我可以幫您查詢訂單、了解退換貨政策或推薦產品。請問您的 User ID 是？或想了解哪款支架？,5,
228,1,user,退貨流程跟退款大概多久會完成？,"線上提出申請→包裝回收→檢查完成後辦理退款。退款時程約 7–14 個工作天，依支付方式與銀行作業為準。
🔗 詳情參考: https://example.com/jtcg/policies/return-flow",3,
228,2,assistant,退貨：提出申請→回收→檢查→退款，通常約 7–14 個工作天（依支付方式與銀行作業）。要我提供申請入口嗎？,,,
228,3,user,好，給我入口,您好！我是 JTCG 助手。我可以幫您查詢訂單、了解退換貨政策或推薦產品。請問您的 User ID 是？或想了解哪款支架？,5,
229,1,user,要怎麼查物流追蹤？我想確認包裹在哪裡。,"出貨後可於「我的訂單」頁點擊追蹤碼查看最新配送狀態。若長時間無更新，請聯繫客服協助查詢。
🔗 詳情參考: https://example.com/jtcg/account/orders",3,
229,2,assistant,出貨後可在「我的訂單」點擊追蹤碼查看。要我幫你查訂單嗎？若要，請先提供 user_id。,,,
229,3,user,我的 user_id 是 u_123456,"為您找到以下訂單：
- 訂單號: JTCG-202508-10001 | 狀態: in_transit | 品項: ",2,
230,1,user,會員點數要怎麼用？會過期嗎？,"會員點數可於結帳抵用，不得折換現金。有效期限與可用規則以會員中心公告為準。
🔗 詳情參考: https://example.com/jtcg/account/rewards",3,
230,2,assistant,點數可於結帳抵用，無法折現；效期與規則以會員中心公告為準。要我帶你看說明頁嗎？,,,
230,3,user,好的，謝謝,您好！我是 JTCG 助手。我可以幫您查詢訂單、了解退換貨政策或推薦產品。請問您的 User ID 是？或想了解哪款支架？,5,
231,1,user,臂架平常應該怎麼保養清潔？,"建議以微濕布擦拭，避免使用含溶劑之清潔劑。定期檢查關節與螺絲是否鬆動並適度調整。
🔗 詳情參考: https://example.com/jtcg/guides/care",3,
231,2,assistant,以微濕布擦拭，避免溶劑；定期檢查關節與螺絲，必要時小幅調整。要保養指南嗎？,,,
231,3,user,給我指南連結,您好！我是 JTCG 助手。我可以幫您查詢訂單、了解退換貨政策或推薦產品。請問您的 User ID 是？或想了解哪款支架？,5,
232,1,user,桌深與牆距要留多少比較好？我怕臂展不夠。,"臂展會影響可調整範圍；一般建議桌深至少 60cm，桌面後方保留 10–15cm 以利走線與臂架活動。
🔗 詳情參考: https://example.com/jtcg/guides/desk-space",3,
232,2,assistant,一般建議桌深至少 60cm，後方保留 10–15cm 利於走線與活動。需要我幫你比對特定型號臂展嗎？,,,
